"","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ProjectName","ActivityConductingOrganizationText","MonitoringLocationIdentifier","MonitoringLocationName","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","DataQuality.PrecisionValue","DataQuality.BiasValue","DataQuality.ConfidenceIntervalValue","DataQuality.UpperConfidenceLimitValue","DataQuality.LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","BinaryObjectFileName","BinaryObjectFileTypeCode","ResultFileUrl","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LabSamplePreparationUrl","LastUpdated","ProviderName","timeZoneStart","timeZoneEnd","ActivityStartDateTime","ActivityEndDateTime","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","MethodSpecificationName","ProjectDescriptionText","SamplingDesignTypeCode","QAPPApprovedIndicator","QAPPApprovalAgencyName","ProjectFileUrl","ProjectMonitoringLocationWeightingUrl","Removed","tab","TADA.ResultValueAboveUpperThreshold.Flag","TADA.ResultValueBelowLowerThreshold.Flag","TADA.LatitudeMeasure","TADA.LongitudeMeasure","TADA.InvalidCoordinates.Flag","TADA.QAPPDocAvailable","TADA.ActivityMediaName","TADA.CharacteristicName","TADA.AggregatedContinuousData.Flag","TADA.ResultMeasureValue","TADA.ResultMeasureValueDataTypes.Flag","TADA.ResultMeasure.MeasureUnitCode","TADA.ResultUnit.Flag","TADA.MethodSpecificationName","TADA.AnalyticalMethod.Flag","TADA.MethodSpeciation.Flag","TADA.ResultSampleFractionText","TADA.SampleFraction.Flag","TADA.DetectionQuantitationLimitMeasure.MeasureValue","TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode","TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag","TADA.ActivityDepthHeightMeasure.MeasureValue","TADA.ActivityDepthHeightMeasure.MeasureUnitCode","TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityTopDepthHeightMeasure.MeasureValue","TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode","TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityBottomDepthHeightMeasure.MeasureValue","TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode","TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.CensoredData.Flag"
"4367","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0422-4996275-0411-LAB","Sample-Routine","Water",NA,2022-04-11,"14:23:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996275","Spring Creek at I-15 Frontage Road",NA,NA,NA,NA,"40.1895780000","-111.6489750000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944170872",NA,"as N","Nitrate","Total","6.45","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0422-4996275-0411-LAB/results/944170872/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:45:44.0","STORET",7,NA,2022-04-11 21:23:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.1895780000","-111.6489750000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.189578,-111.648975,"OK","N","WATER","NITRATE","Unknown",6.45,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4368","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0321-4996550-0317-LAB","Sample-Routine","Water",NA,2021-03-17,"09:12:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996550","MILLRACE CK BL PROVO WWTP",NA,NA,NA,NA,"40.2090848655","-111.6522513752","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944160808",NA,"as N","Nitrate","Total","25.4","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0321-4996550-0317-LAB/results/944160808/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:12:58.0","STORET",7,NA,2021-03-17 16:12:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.2090848655","-111.6522513752",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.2090848655,-111.6522513752,"OK","N","WATER","NITRATE","Unknown",25.4,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4369","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0821-4996550-0818-LAB","Sample-Routine","Water",NA,2021-08-18,"10:14:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996550","MILLRACE CK BL PROVO WWTP",NA,NA,NA,NA,"40.2090848655","-111.6522513752","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944161957",NA,"as N","Nitrate","Total","8.94","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0821-4996550-0818-LAB/results/944161957/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:13:07.0","STORET",7,NA,2021-08-18 17:14:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.2090848655","-111.6522513752",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.2090848655,-111.6522513752,"OK","N","WATER","NITRATE","Unknown",8.94,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4370","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0821-4996020-0818-LAB","Sample-Routine","Water",NA,2021-08-18,"13:54:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996020","SPANISH FORK WWTP",NA,NA,NA,NA,"40.1449720000","-111.6503330000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944162045",NA,"as N","Nitrate","Total","3.32","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0821-4996020-0818-LAB/results/944162045/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:13:08.0","STORET",7,NA,2021-08-18 20:54:00,NA,"Facility Other",NA,"16020202",NA,NA,NA,NA,"40.1449720000","-111.6503330000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.144972,-111.650333,"OK","N","WATER","NITRATE","Unknown",3.32,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4371","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC1120-4996550-1111-LAB","Sample-Routine","Water",NA,2020-11-11,"09:05:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996550","MILLRACE CK BL PROVO WWTP",NA,NA,NA,NA,"40.2090848655","-111.6522513752","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-871465577",NA,"as N","Nitrate","Total","22.8","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC1120-4996550-1111-LAB/results/871465577/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2020-12-28 16:24:03.0","STORET",7,NA,2020-11-11 16:05:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.2090848655","-111.6522513752",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.2090848655,-111.6522513752,"OK","N","WATER","NITRATE","Unknown",22.8,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4372","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0621-4994952-0615-LAB","Sample-Routine","Water",NA,2021-06-15,"08:56:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4994952","Spring Creek ab culvert at north end of Spring Cr Ranch Rd Lehi",NA,NA,NA,NA,"40.3729630000","-111.8340320000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944161388",NA,"as N","Nitrate","Total","1.07","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0621-4994952-0615-LAB/results/944161388/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:13:03.0","STORET",7,NA,2021-06-15 15:56:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.3729630000","-111.8340320000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.372963,-111.834032,"OK","N","WATER","NITRATE","Unknown",1.07,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4373","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0321-4996560-0317-LAB","Sample-Routine","Water",NA,2021-03-17,"08:56:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996560","PROVO WWTP",NA,NA,NA,NA,"40.2114300000","-111.6519500000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944160797",NA,"as N","Nitrate","Total","29.7","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0321-4996560-0317-LAB/results/944160797/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:12:58.0","STORET",7,NA,2021-03-17 15:56:00,NA,"Facility Other",NA,"16020201",NA,NA,NA,NA,"40.2114300000","-111.6519500000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.21143,-111.65195,"OK","N","WATER","NITRATE","Unknown",29.7,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4374","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC1120-4996560-1111-LAB","Sample-Routine","Water",NA,2020-11-11,"08:53:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996560","PROVO WWTP",NA,NA,NA,NA,"40.2114300000","-111.6519500000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-871465686",NA,"as N","Nitrate","Total","26.1","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC1120-4996560-1111-LAB/results/871465686/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2020-12-28 16:24:05.0","STORET",7,NA,2020-11-11 15:53:00,NA,"Facility Other",NA,"16020201",NA,NA,NA,NA,"40.2114300000","-111.6519500000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.21143,-111.65195,"OK","N","WATER","NITRATE","Unknown",26.1,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4375","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0522-4917712-0510-LAB","Sample-Routine","Water",NA,2022-05-10,"15:08:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4917712","Unnamed flow at 4000 West @ mouth",NA,NA,NA,NA,"40.1522940000","-111.7509300000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944171114",NA,"as N","Nitrate","Total","3.61","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0522-4917712-0510-LAB/results/944171114/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:45:45.0","STORET",7,NA,2022-05-10 22:08:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.1522940000","-111.7509300000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.152294,-111.75093,"OK","N","WATER","NITRATE","Unknown",3.61,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4376","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0622-4996003-0608-LAB","Sample-Routine","Water",NA,2022-06-08,"14:22:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996003","Dry Creek Below Spanish Fork Discharge",NA,NA,NA,NA,"40.1507640000","-111.6576370000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944171488",NA,"as N","Nitrate","Total","3.85","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0622-4996003-0608-LAB/results/944171488/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:45:47.0","STORET",7,NA,2022-06-08 21:22:00,NA,"River/Stream",NA,"16020202",NA,NA,NA,NA,"40.1507640000","-111.6576370000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.150764,-111.657637,"OK","N","WATER","NITRATE","Unknown",3.85,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4377","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC1021-4994952-1012-LAB","Sample-Routine","Water",NA,2021-10-12,"08:42:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4994952","Spring Creek ab culvert at north end of Spring Cr Ranch Rd Lehi",NA,NA,NA,NA,"40.3729630000","-111.8340320000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944162291",NA,"as N","Nitrate","Total","1.63","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC1021-4994952-1012-LAB/results/944162291/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:13:10.0","STORET",7,NA,2021-10-12 15:42:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.3729630000","-111.8340320000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.372963,-111.834032,"OK","N","WATER","NITRATE","Unknown",1.63,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4378","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0222-4995467-0216-LAB","Sample-Routine","Water",NA,2022-02-16,"13:20:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4995467","Beer Creek at Utah Lake mouth",NA,NA,NA,NA,"40.1383540000","-111.7936320000","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944170443",NA,"as N","Nitrate","Total","2.22","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0222-4995467-0216-LAB/results/944170443/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:45:43.0","STORET",7,NA,2022-02-16 20:20:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.1383540000","-111.7936320000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.138354,-111.793632,"OK","N","WATER","NITRATE","Unknown",2.22,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"4379","10206","HACH","WFWQC_UT","Wasatch Front Water Quality Council Utah (Volunteer)","WFWQC_UT-WFWQC0522-4996550-0511-LAB","Sample-Routine","Water",NA,2022-05-11,"09:07:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WFWQC","Wasatch Front Water Quality Council",NA,"WFWQC_UT-4996550","MILLRACE CK BL PROVO WWTP",NA,NA,NA,NA,"40.2090848655","-111.6522513752","WFWQC-01","WFWQC_UT","Water Grab Sample",NA,"Water Sampler (Other)","STORET-944171158",NA,"as N","Nitrate","Total","21","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrate, Dimethylphenol Method",NA,NA,"Timpanogos Special Service District",NA,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/WFWQC_UT/activities/WFWQC_UT-WFWQC0522-4996550-0511-LAB/results/944171158/resdetectqntlmts","Minimum Reporting Level",0.23,"mg/L",NA,"2022-07-14 18:45:46.0","STORET",7,NA,2022-05-11 16:07:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.2090848655","-111.6522513752",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","Wasatch Front Water Quality Council sampling project",NA,NA,NA,NA,NA,FALSE,"Flag","N","N",40.2090848655,-111.6522513752,"OK","N","WATER","NITRATE","Unknown",21,"Numeric","MG/L","Valid","AS N","Valid","Valid","TOTAL","Valid",0.23,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
